country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Canada,05/07/2017,15/08/2017,,1,0.5,,,,no,no,,,,,https://www.travelcoins.io/wp-content/uploads/2017/07/Travelcoin_ICO_WhitePaper_2017.pdf,https://www.linkedin.com/company/travelcoin-foundation/,,https://www.travelcoins.io/product/1-travelcoin/?utm_source=icobench,2.2,,True
Thailand,09/04/2018,13/04/2018,0.5104,0,,,35000000.0,YES,1.0,0,,,,,https://drive.google.com/file/d/0B_hagGly7ZTjTVBmNl8wbFNiZ2s/view,https://www.linkedin.com/company/travelkoin/,,https://www.travelkoin.io?utm_source=icobench,2.3,8.0,1.0
Switzerland,01/05/2018,02/06/2018,0.055,1,0.4,,400000000.0,y,true,N,,25/03/2018,30/04/2018,0.045,https://docs.wixstatic.com/ugd/baba69_f604ea0132b34cd2bf46fd89948a6e47.pdf,https://www.linkedin.com/company/traxia/,https://www.github.com/teamTraxia?tab=repositories,https://www.traxia.co?utm_source=icobench,2.2,,TRUE
Germany,12/07/2018,29/06/2019,14.0138,1,1.0,,100000000.0,n,1,0,,,,,https://treeec.money/TREEEC_MONEY_Whitepaper_EN_2.0.pdf,https://www.linkedin.com/company/unolabo/,,https://treeec.money/en/home/?utm_source=icobench,2.2,9.0,false
Malta,01/05/2018,31/12/2018,0.7,0,0.7,,15400000.0,No,N,no,,01/03/2018,31/10/2018,,https://tridentcryptofund.com/Tridentcoin-Whitepaper.pdf,,,0,2.2,,F
USA,26/02/2018,26/03/2018,0.5238,0,0.6,,,No,No,0.0,,,,,https://www.uprightly.io/docs/uprightly-whitepaper.pdf,,https://www.github.com/uprightly?tab=repositories,https://www.uprightly.io?utm_source=icobench,2.2,3.0,TRUE
Indonesia,12/01/2019,28/02/2019,,0,0.5,,100000000000.0,,False,No,,24/12/2018,12/01/2019,,https://drive.google.com/file/d/1kkJIdZiLnDer3hT0ObkeVPQkCk8OdJJS/view,,,https://uzoma.io/?utm_source=icobench,2.2,13.0,TRUE
Spain,15/09/2017,31/10/2017,,1,,,,,0.0,0,,,,,,,,https://www.valuecoinfund.com?utm_source=icobench,2.2,3.0,TRUE
Japan,21/09/2017,21/10/2017,0.1,0,0.97,,,,no,No,,,,,https://www.vanillaplay.io/whitepaper/VanillaPlay_whitepaper.pdf,https://www.linkedin.com/company/vooglue/,,https://www.vanillaplay.io/?utm_source=icobench,2.2,,TRUE
Unknown,11/12/2017,07/01/2018,0.34,0,,,49000000.0,,False,0,,14/11/2017,21/11/2017,0.34,https://viabet.io/viabetio_whitepaper_v1.pdf,,,https://viabet.io/?utm_source=icobench,2.4,,T
Australia,21/03/2018,21/06/2018,1.059,0,,,,n,true,0,,19/01/2018,20/03/2018,,http://vooglue.io/VooGlue-White-Paper.pdf,,,http://vooglue.io?utm_source=icobench,2.8,8.0,1.0
Philippines,16/08/2018,18/11/2018,0.0003,1,0.7,,700000000.0,no,N,0.0,,15/07/2018,15/08/2018,,https://webinnovationph.com/wp-content/uploads/2018/10/whitepaper.pdf,,https://www.github.com/Webinnovationph?tab=repositories,https://webinnovationph.com/?utm_source=icobench,2.2,11.0,1.0
Germany,21/02/2018,23/03/2018,0.103,0,0.1,24310.0,150000000.0,y,0.0,N,,,,,https://whohas.io/wp-content/uploads/2018/02/whitepaper.pdf,,https://www.github.com/chrisbsd?tab=repositories,https://whohas.io?utm_source=icobench,2.2,,1.0
Singapore,22/02/2018,02/03/2018,0.933,0,0.25,,,,No,no,,,,,http://wowoonet.com/pdf/wp_wwb_e_v202.pdf,,,http://wowoonet.com/?utm_source=icobench,2.4,,True
Slovenia,01/08/2017,29/09/2017,118.14,0,,,,,0.0,no,,,,,https://xaurum.org/gamma/gamma_whitepaper.pdf,,,https://xaurum.org/gamma/index.html?utm_source=icobench,2.2,,T
USA,03/12/2017,31/12/2017,97.38,0,0.2379,,10000000.0,,0,no,,21/02/2018,31/03/2018,,https://xirkle.com/Xirkle-Official-White-PaperV0.88.pdf,,https://www.github.com/xirkle?tab=repositories,https://xir.xirkle.com/?utm_source=icobench,2.2,6.0,F
Singapore,05/03/2018,31/03/2018,0.0284,1,0.21,,213000000.0,y,True,N,,05/02/2018,12/02/2018,,https://www.zebi.io/assets/wp.pdf,https://www.linkedin.com/company/zebidata/,,https://www.zebi.io/?utm_source=icobench,2.2,16.0,true
UK,01/04/2018,30/04/2018,0.0475,0,0.7,,70000000.0,N,1,No,,,,,https://adblurb.io/docs/Adblurb_whitepaper_en.pdf,,,https://adblurb.io?utm_source=icobench,1.5,4.0,1
Czech Republic,01/05/2017,31/05/2017,0.0295,1,,,,,false,no,,,,,https://www.adelphoi.io/content/pdf/wp_1.pdf,,,https://adelphoi.io/?utm_source=icobench,2.1,,0.0
USA,26/06/2017,26/06/2017,0.02,1,0.73,500000000.0,735999990.0,,No,No,,,,,https://adtoken.com/white-paper,,https://www.github.com/adchain?tab=repositories,https://adtoken.com/?utm_source=icobench,1.9,,1
Singapore,20/11/2018,21/12/2018,6.52e-06,0,,,,N,False,N,,,,,https://aipaytoken.com/AIPAY%20WHITEPAPER%20V1.0.pdf,https://www.linkedin.com/company/appay/,https://www.github.com/aipaytoken?tab=repositories,https://aipaytoken.com?utm_source=icobench,2.1,6.0,true
Nigeria,01/06/2018,29/07/2018,0.1,0,,,5000000.0,N,false,N,,02/03/2018,27/04/2018,,,,,https://alkebulancurrency.com/?utm_source=icobench,2.1,,F
Guernsey and Jersey,14/12/2017,14/01/2018,1.0,0,,,,,0,0.0,,,,,https://www.arccy.org/sites/default/files/arc-public-docs/ARC_Primer_and_Overview-vF1.1.pdf,,https://www.github.com/arccurrency?tab=repositories,https://www.arccy.org/?utm_source=icobench,2.1,1.0,true
USA,08/08/2019,08/09/2019,0.1436,0,0.65,,65000000.0,no,0,no,,02/08/2019,07/08/2019,,,,,https://argetum.net/?utm_source=icobench,1.7,,TRUE
Singapore,18/08/2017,18/09/2017,0.4959,0,0.6,,90000000.0,,False,0.0,,,,,https://atmatrix.org/resource/whitepaper-v0.2.1-draft-en.pdf,,,https://atmatrix.org/?utm_source=icobench,2.1,,true
Israel,07/09/2019,14/09/2019,0.00319,0,0.23,,227700000.0,no,No,no,available,07/09/2019,14/09/2019,,https://www.bancacy.com/Bancacy-Whitepaper.pdf,https://www.linkedin.com/company/bilibit/,https://www.github.com/bancacy?tab=repositories,https://www.bancacy.com?utm_source=icobench,3.2,5.0,true
Australia,30/09/2018,31/12/2018,0.04,0,,,5500000000.0,,0,N,,,,,,https://www.linkedin.com/company/bbiller/,,https://bbiller.com/?utm_source=icobench,2.5,2.0,TRUE
Philippines,26/03/2018,26/04/2018,0.1,0,0.4,,20000000.0,n,N,N,,24/02/2018,26/03/2018,0.058,https://www.bilibit.io/wp-content/uploads/2018/02/BILIBITBLB-WHITEPAPER.pdf,,https://www.github.com/bilibit?tab=repositories,https://www.bilibit.io?utm_source=icobench,2.1,,1
Malta,15/08/2018,14/08/2019,0.1135,0,625.0,,250000000.0,N,true,0,,,,,https://bitcoincorner.eu/wp-content/uploads/2018/08/BitcoinCorner-Whitepaper.pdf,,,https://bitcoincorner.eu?utm_source=icobench,2.7,,TRUE
Russia,01/11/2017,06/12/2017,0.1,0,,,,,False,0,,,,,https://drive.google.com/file/d/1Z9BybHz-z2-lxfH_GtlNbOXmZFJYTm72/view,,,http://bitferry.pro/buytokensenglish?utm_source=icobench,2.1,,True
Germany,01/12/2017,30/12/2017,1.22,0,,,,,no,N,,,,,,,,https://bitmag.eu/?utm_source=icobench,2.0,,true
Indonesia,06/02/2018,05/03/2018,1.2189,0,0.25,19750.0,7000000.0,no,no,N,,,,,https://www.blockcash.co/white%20paper%20BSC%20v101.pdf,https://www.linkedin.com/company/capdax/,https://www.github.com/blockcash?tab=repositories,https://www.blockcash.co/?utm_source=icobench,2.1,,false
Russia,10/09/2017,10/10/2017,0.04,1,0.75,,7502724186.0,,No,No,,,,,https://bmchain.io/download/BMCHAIN_Whitepaper_en.pdf,,,https://bmchain.io?utm_source=icobench,1.9,,1
Germany,01/03/2018,01/09/2018,0.0514,0,0.7,,54236000.0,No,N,No,,,,,https://cartographeum.com/whitepaper,https://www.linkedin.com/company/coindash.io/,,http://www.cartographeum.com?utm_source=icobench,2.1,,T
Australia,02/01/2018,30/03/2018,2.0,0,,,,y,1,0.0,,,,,http://www.chatello.com/whitepaper.pdf,https://il.linkedin.com/company/chatello,,https://www.chatello.com?utm_source=icobench,2.1,,TRUE
Israel,17/07/2017,17/08/2017,0.5,1,,,1000000000.0,,no,0,,,,,https://www.coindash.io/wp-content/uploads/2017/05/CoinDashwhitepaper-v0.3-051317.pdf,https://www.linkedin.com/company/coindash.io/,,https://www.coindash.io/?utm_source=icobench,2.1,,T
Iceland,01/03/2018,30/06/2019,0.8722,0,1.0,11040000.0,20000000.0,NO,Yes,0,,,,,https://ico.cointify.com/files/cointify-ico-whitepaper.pdf,https://www.linkedin.com/company/payera,,https://ico.cointify.com/?utm_source=icobench,2.1,,True
Japan,02/10/2017,06/11/2017,1.0,1,0.55,,,,false,N,,,,,https://comsa.io/en/download/52847/,,,https://comsa.io/en/?utm_source=icobench,1.9,,TRUE
Russia,01/11/2017,28/11/2017,0.2,1,0.7,,85000000.0,,N,N,,06/10/2017,06/11/2017,,,,,https://www.icocrazyshapes.com/?utm_source=icobench,2.1,,False
Latvia,23/07/2017,10/08/2017,0.1491,1,0.7,12349453.0,21000000.0,,N,0.0,,,,,https://docs.wixstatic.com/ugd/417ff5_88722d70a6434ad39281d92bb79e0dca.pdf,,,https://www.crazybet.io/?utm_source=icobench,2.1,,True
Singapore,06/06/2018,30/08/2018,0.2,1,0.39,,780000000.0,n,1.0,0,,,,,https://creatanium.io/front/assets/documents/white_paper.pdf,,https://www.github.com/PLMP-FinTech?tab=repositories,https://creatanium.io/?utm_source=icobench,2.1,,True
Canada,22/02/2018,22/03/2018,0.0089,0,,,,NO,No,No,,,,,https://drive.google.com/open?id=18AGTleaGcTHco2qWffbxGckG9GMf7M4j,,https://www.github.com/cryocloudcoin?tab=repositories,http://cryocloud.net/?utm_source=icobench,2.1,,1.0
Italy,15/04/2017,15/05/2017,,1,,,,,No,no,,,,,https://ico.cryptoforecast.com/wp/WhitePaper_V1.0.pdf,,,https://cryptoforecast.com/?utm_source=icobench,2.1,,FALSE
United Arab Emirates,20/04/2018,30/04/2018,0.5,0,0.83,,2500000.0,N,0.0,0.0,,02/04/2018,10/04/2018,,https://decentralend.co/assets/images/DLD_Whitepaper.pdf,,,https://decentralend.co?utm_source=icobench,2.1,,TRUE
USA,01/11/2017,15/12/2017,,0,0.6,,50000000.0,,0,no,,,,,https://delphi.systems/whitepaper.pdf,,https://www.github.com/DelphiSystems?tab=repositories,https://delphi.systems/?utm_source=icobench,2.1,2.0,1.0
Seychelles,15/05/2019,30/06/2019,0.1136,0,0.5,,100000000.0,NO,Yes,No,available,15/11/2018,28/02/2019,0.1935552,https://github.com/DeMars-DMC/DeMars-DMC/blob/master/whitepaper/whitepaper.pdf,,https://www.github.com/DeMars-DMC?tab=repositories,https://www.demars.io?utm_source=icobench,3.1,,0
Switzerland,07/02/2018,16/05/2018,0.1,1,0.51,,510000000.0,N,0.0,No,,,,,https://www.dorado.tech/docs/Dorado-White-Paper.pdf,,,https://www.dorado.tech/?utm_source=icobench,3.4,22.0,1.0
Switzerland,10/04/2019,10/09/2019,0.03,0,,,500000000.0,No,1,no,,,,,https://www.drawnblue.com/documents/drawnblue-whitepaper.pdf,https://www.linkedin.com/company/eagle-investment-projects/,https://www.github.com/code-drawnblue?tab=repositories,https://www.drawnblue.com/?utm_source=icobench,2.1,,true
Congo,25/04/2018,31/07/2018,1.25,0,0.65,,65000000.0,,0,0.0,,,,1.0,https://drcgold.io/Drcgwhitepaper.pdf,,,https://drcgold.io/ico/?utm_source=icobench,2.1,,T
Brazil,01/10/2017,21/10/2017,0.07,0,,,,,False,no,,,,,https://drive.google.com/file/d/0B3lsOd7GxrhEN1NEZ21MQWp6MEE/view,,,http://eagletokens.wixsite.com/eagleproject?utm_source=icobench,2.1,4.0,F
Switzerland,06/08/2018,11/10/2018,0.08,1,0.78,,195000000.0,YES,Y,0.0,,01/07/2018,06/08/2018,0.06,https://drive.google.com/file/d/0BylWh_GCTZAyeTZKTDNaTEx5NkE/view,,,https://elpisinvestments.com/?utm_source=icobench,2.4,18.0,True
Belgium,30/11/2017,28/02/2018,0.01,0,,,,,false,0.0,,,,,https://enet.network/whitepaper.pdf,,https://www.github.com/enetnetwork?tab=repositories,https://enet.network/?utm_source=icobench,2.1,,FALSE
Unknown,17/09/2017,22/09/2017,0.262,1,0.75,,7500000.0,,N,N,,,,,https://ethbet.io/whitepaper.pdf,,https://www.github.com/Ethbet?tab=repositories,https://ethbet.io/?utm_source=icobench,2.1,,TRUE
Unknown,21/06/2017,10/08/2017,0.25,1,,85000000.0,100000000.0,,N,0,,,,,https://drive.google.com/file/d/0B9nA1PpRUjmuTG4ySFUzQXhwUkU/view,https://www.linkedin.com/company/exchange-union/,,http://www.etheriya.net/join-ICO/?utm_source=icobench,2.1,,True
Russia,16/03/2018,31/05/2018,0.05,1,625.0,,100000000.0,,False,0,,14/02/2018,15/03/2018,,https://ethernalheroes.com/uploads/documents/eth_whitepaper_en.pdf,,https://www.github.com/EtherNonelHeroes?tab=repositories,https://ethernalheroes.com/?utm_source=icobench,2.2,10.0,true
Singapore,10/06/2019,07/07/2019,0.05,0,0.6,,3000000.0,n,0,No,,03/06/2019,09/06/2019,,https://flexstay.io/whitepaper.pdf,,,https://www.flexstay.io?utm_source=icobench,2.1,,T
Cayman Islands,01/12/2017,31/12/2017,0.075,0,0.65,,650000000.0,,0,N,,15/11/2017,01/12/2017,0.0278,https://freedomstreaming.io/assets/files/Whitepaper.pdf,https://www.linkedin.com/company/funfair-technologies/,,https://freedomstreaming.io/?utm_source=icobench,2.1,,1.0
Japan,10/08/2017,10/09/2017,0.0748,1,,240000000.0,400000000.0,,No,0,,,,,https://fujinto.io/uploads/fujinto-whitepaper.pdf,,https://www.github.com/fujinto?tab=repositories,https://fujinto.io?utm_source=icobench,2.1,,1
UK,22/06/2017,22/06/2018,0.0067,1,,3654638581.0,3654638581.0,,False,0.0,,,,,https://funfair.io/wp-content/uploads/2017/06/FunFair-Commercial-White-Paper.pdf,,,https://funfair.io/?utm_source=icobench,3.4,27.0,true
Nigeria,03/02/2020,14/02/2020,0.001,0,0.4,100000000.0,100000000.0,,No,0.0,AVAILABLE,,,,https://bluekeymarket.io/public/bluekey/assets/images/team/white-paper.pdf,,,https://galaxychainnetwork.com/?utm_source=icobench,2.1,1.0,TRUE
Cayman Islands,11/08/2018,06/01/2019,0.11,1,,,400000000.0,,False,no,,,,,https://drive.google.com/file/d/1dnRpZudq5JA5C3V_6pwjyZOv1Jj4gddt/view,,https://www.github.com/gaxcoin?tab=repositories,https://gaxcoin.com?utm_source=icobench,2.1,12.0,True
Germany,21/06/2018,04/09/2018,,0,1.0,,,,No,no,,02/05/2018,20/06/2018,,https://www.globo.in/whitepaper/,,,https://www.globo.in/?utm_source=icobench,2.1,3.0,T
USA,04/04/2018,20/02/2020,0.3,0,,,,,no,0.0,,01/01/2018,03/04/2018,0.2,https://harapancoin.com/assets/HarapanCoinWhitepaperV1.pdf,https://www.linkedin.com/company/ibfs-united/,,http://harapancoin.com?utm_source=icobench,1.9,,True
Switzerland,03/03/2018,12/04/2018,0.0171,0,0.45,,2000000000.0,Y,1.0,0.0,,23/02/2018,03/03/2018,0.04,,,https://www.github.com/Helveticoin?tab=repositories,https://www.helveticoin.io/?utm_source=icobench,1.9,,TRUE
Russia,01/12/2017,28/01/2018,3.093,0,,,,,N,no,,,,,http://ico.ibfs.world/docs/WhitePaper-eng.pdf,,,http://ico.ibfs.world/en/?utm_source=icobench,2.1,,True
Slovenia,25/08/2016,29/09/2016,105.0,1,,85000000.0,100000000.0,,N,0,,,,,,https://www.linkedin.com/company/silvercoinofficial/,,https://www.iconomi.net/?utm_source=icobench,2.6,21.0,1.0
Unknown,15/10/2017,15/01/2018,0.0722,1,,669730153.0,,,false,No,,,,,,https://www.linkedin.com/company/officialilcoin/,,https://ilcoincrypto.com/ico/#/?utm_source=icobench,2.1,,T
British Virgin Islands,15/09/2018,30/11/2018,0.0319,0,0.5,,50000000.0,n,0.0,no,,25/07/2018,10/08/2018,0.0334,https://inbet.team/bookie/whitepaper-en.pdf,,,https://inbet.io?utm_source=icobench,1.9,,True
Israel,01/11/2017,01/12/2017,1.566,0,,,,,0,0,,15/10/2017,01/11/2017,,https://drive.google.com/file/d/0B2M5GvMs6QeWYzMyS0dkZFBhTFE/view?usp=sharing,,,https://www.indigoracing.org/?utm_source=icobench,2.1,,F
Russia,23/12/2017,01/04/2018,0.5,0,0.85,,22000000.0,,false,0,,,,,https://ico.indigodma.com/img/White-Paper-eng.pdf,https://www.linkedin.com/company/izzyai/,,https://ico.indigodma.com/en.html?utm_source=icobench,2.1,,True
Lithuania,07/12/2017,31/01/2018,0.43440799,1,0.64,,62500000.0,no,no,0,,29/10/2017,19/11/2017,,https://iungo.network/docs/iungo-network-whitepaper.pdf,,,https://iungo.network/ico?utm_source=icobench,3.1,,True
USA,01/03/2019,20/11/2019,0.13,0,0.6,,360000000.0,Y,false,N,,,,,https://drive.google.com/viewerng/viewer?url=https://izzycare.org/token/token-sale1.pdf,https://www.linkedin.com/company/jet8/,,https://izzycare.org/token/?utm_source=icobench,2.1,14.0,T
Japan,02/05/2018,02/07/2018,0.4581,0,,,14700000.0,NO,Y,N,,15/04/2018,01/05/2018,,https://jcointoken.info/assets/files/white-paper.pdf,,,https://jcointoken.info/?utm_source=icobench,1.4,,1.0
Singapore,28/02/2018,14/03/2018,0.1,1,0.3,,150000000.0,Y,1,0,,,,,https://jet8.io/downloads/180126_J8T_Whitepaper_ENG.pdf,,https://www.github.com/jet8?tab=repositories,https://jet8.io/token?utm_source=icobench,3.9,43.0,True
Unknown,08/03/2018,02/05/2018,91.5945,0,0.8,,80000000.0,n,no,0.0,,,,,https://www.keepsafepay.com/whitepaper/whitepaper.pdf,,,https://www.keepsafepay.com/?utm_source=icobench,2.1,,1.0
Japan,31/10/2017,12/11/2017,0.0161,0,,,,,N,N,,,,,https://kuberacoin.com/whitepaper/KUBERA_EN.pdf,https://www.linkedin.com/in/lottechain-support-254736173/,,https://kuberacoin.com/en?utm_source=icobench,2.1,3.0,true
Kuwait,20/05/2018,21/11/2018,0.5,0,0.7,,224000000.0,No,0.0,no,,,,,https://kuwaitkoin.io/assets/files/white-paper.pdf,https://www.linkedin.com/showcase/mymedis.in/,https://www.github.com/expitlabs?tab=repositories,https://kuwaitkoin.io?utm_source=icobench,2.1,,1
Indonesia,13/10/2018,13/11/2018,,0,0.6,,9000000000.0,N,No,N,,,,,,,,https://www.lottechain.net?utm_source=icobench,2.1,,true
USA,01/12/2017,01/06/2018,113.0,0,333.0,,100000000.0,,False,0.0,,,,,https://mymedis.in/documents/MEDIS-White-Paper.pdf,https://www.linkedin.com/company/mymedis-in/,,https://mymedis.in/tokensale/?utm_source=icobench,2.1,,1
USA,05/12/2017,01/08/2018,0.006,0,,,,NO,no,No,,,,,https://www.metatip.org/whitepaperfinal.pdf,,https://www.github.com/dennis45?tab=repositories,https://www.metatip.org/?utm_source=icobench,2.0,,false
Bulgaria,05/12/2017,28/02/2018,11.4,1,,,3600000.0,,0,N,,,,,http://miningnow.online/wp-content/uploads/2017/11/white_book_eng.pdf,https://www.linkedin.com/company/mogbv/,,http://miningnow.online/en/?utm_source=icobench,2.3,,1
Australia,07/07/2019,03/08/2019,0.152850281,0,0.5,,200000000.0,no,false,0,,01/07/2019,06/07/2019,0.103516963,http://www.mitewallet.com/mitewallet.com/whitepaper_v3.1.pdf,,,https://www.mitewallet.com?utm_source=icobench,2.1,,True
Curacao,19/01/2018,31/03/2018,0.58,0,0.75,,15000000.0,No,1.0,0,,,,,https://drive.google.com/open?id=1X8vl2DizQUNry7nKDeVk3ZkPWvZezye3,https://www.linkedin.com/company/monvid/,,https://ico.mogbv.com/?utm_source=icobench,2.1,1.0,T
Unknown,22/01/2018,20/05/2018,0.083,0,,,15200000.0,no,false,0,,,,,https://docs.wixstatic.com/ugd/21170e_b022c73c01f1450b9c2f0b793a393810.pdf,,,https://www.mokenex.com/?utm_source=icobench,2.1,3.0,T
USA,01/06/2018,31/08/2018,0.1,1,0.7,,140000000.0,,no,No,,,,,https://monvid.io/docs/white-paper.pdf,,,https://monvid.io/?utm_source=icobench,2.1,10.0,TRUE
Russia,01/03/2018,31/03/2018,0.395,0,0.75,,75000000000.0,,0.0,0.0,,15/11/2017,15/12/2017,,,,,http://www.nedviga.realty/?utm_source=icobench,1.8,1.0,1
USA,30/06/2017,01/09/2017,0.25,1,,18565200.0,18565200.0,,0,no,,,,,https://neverdie.io/wp/NDC-TPT-ICO-Whitepaper-v-1-eng.pdf,,,https://neverdie.io/?utm_source=icobench,2.1,,TRUE
UK,01/07/2018,25/08/2018,,0,0.7,,350000000.0,N,no,0.0,,,,,https://officium.cc/wp-content/uploads/2018/06/whitepaper.pdf,,https://www.github.com/Officiumcc?tab=repositories,https://officium.cc/?utm_source=icobench,2.4,15.0,1.0
Seychelles,10/01/2018,14/02/2018,0.2166,0,0.5,,130000000.0,n,0,No,,07/12/2017,21/12/2017,,http://oilsc.io/docs/OILSC-whitepaper-2017-v18.pdf,,,http://oilsc.io/?utm_source=icobench,1.8,,1.0
USA,16/01/2018,25/03/2018,1.9,0,,,1000000.0,n,false,0,,15/01/2018,15/03/2018,0.1,https://onncoin.com/Whitepaper_OnnCoin.pdf,,https://www.github.com/ONNCoin?tab=repositories,https://onncoin.com?utm_source=icobench,2.1,,FALSE
Switzerland,01/04/2019,31/05/2019,0.9375,0,0.4,,100000000.0,YES,Y,0.0,,02/04/2018,31/03/2019,0.9,http://openct.io/white-paper,https://www.linkedin.com/company/payfairio/,,https://www.openct.io?utm_source=icobench,2.9,8.0,1
USA,18/10/2017,18/11/2017,,0,0.5,,,,0.0,no,,,,,,https://www.linkedin.com/company/pecuniax/,,http://orio.io/?utm_source=icobench,2.1,7.0,T
Russia,01/11/2017,30/11/2017,,1,0.66,,66000000.0,,No,0,,01/09/2017,30/09/2017,,https://payfair.io/whitepapers/full_PF.pdf,,https://www.github.com/payfairio?tab=repositories,https://payfair.io?utm_source=icobench,1.8,3.0,1
Australia,15/02/2018,15/03/2018,13.0,0,0.18,,36000000.0,y,Y,no,,,,,http://pecunia.net.au/whitepaper/,,,http://pecunia.net.au?utm_source=icobench,2.1,,0.0
Singapore,30/01/2018,25/02/2018,3.0,0,,,9500000.0,No,No,N,,28/12/2017,28/01/2018,1.0,https://www.pentaxcoin.com/wp-content/uploads/2017/12/FINAL_WHITEPAPER_PTX.pdf,,,https://www.pentaxcoin.com/?utm_source=icobench,2.1,,True
USA,11/03/2018,11/07/2018,0.007,0,,,40000000.0,n,false,no,,09/02/2018,10/03/2018,0.00075,https://praator.com/content/paper.v4.pdf,https://www.linkedin.com/company/praator/,,https://www.praator.com?utm_source=icobench,2.1,,TRUE
USA,15/06/2018,10/07/2018,0.0246,1,0.5,,,YES,1.0,0,,,,,,https://www.linkedin.com/company/propertyclub-inc/,,https://www.propertyclub.nyc/?utm_source=icobench,2.1,,TRUE
USA,29/08/2018,01/01/2019,0.2025,0,,,,N,Y,N,,,,,http://puc.rf.gd/wp-content/uploads/2018/08/puc-1.pdf,https://www.linkedin.com/company/revenyou-nl/,,http://puccoin.ml/?utm_source=icobench,2.1,,1.0
Malta,14/05/2018,14/06/2018,,0,0.6,,,N,N,0,,13/04/2018,13/05/2018,0.146699194,https://pyapay.co/index/docs/PyaPay_whitepaper.pdf,,,https://pyapay.co?utm_source=icobench,2.1,,1
Switzerland,08/08/2018,30/11/2018,0.0116,1,,,6000000000000.0,y,yes,0,,,,,https://www.revenyou.io/media/RevenYOU_Whitepaper_v0.4.pdf,https://www.linkedin.com/company/revenyou-nl/,https://www.github.com/revenyou?tab=repositories,https://www.revenyou.io?utm_source=icobench,2.1,7.0,TRUE
Malta,10/03/2018,19/07/2018,1.16,0,0.9,,45000000.0,no,False,N,,,,,https://www.rocati.net/wp-content/uploads/2018/03/Whitepaper-ENG.pdf,,,https://www.rocati.net?utm_source=icobench,2.1,,T
USA,18/12/2017,28/01/2018,1.0,0,,,,,false,no,,,,,https://rothscoin.io/App_Themes/Document/Rothscoin_whitepaper.pdf?v=27112017234824,,,https://rothscoin.io/?utm_source=icobench,2.1,,TRUE
Unknown,16/11/2018,30/12/2018,,0,,,,,0,No,,,,,https://drive.google.com/uc?id=1wQpMlyh_1oYfEsMkeE48BfVELVFW2gkZ&export=download,,,https://safestart.systems/?utm_source=icobench,2.1,3.0,1
Marshall Islands,22/11/2017,06/01/2018,3.51,0,0.5,,500000000.0,,false,No,,01/11/2017,12/11/2017,0.972313333,https://www.securitypluscloud.com.au/SPC-ICO-Whitepaper.pdf,https://www.linkedin.com/company/securitypcloud/about/,,https://www.securitypluscloud.com.au/tokensale/?utm_source=icobench,2.1,,1.0
USA,02/10/2016,02/10/2016,0.015,1,,,,,0,No,,,,,https://snglsdao.io/files/SNGLSDAO-wp-eng.pdf,,,https://singulardtv.com/?utm_source=icobench,2.4,,T
Russia,22/10/2017,21/11/2017,0.1,0,,,5000000.0,,0.0,No,,,,,https://ico.smartprogress.do/documents/white-paper-en.pdf,,,https://ico.smartprogress.do/?utm_source=icobench,1.5,,T
Singapore,01/05/2019,10/06/2019,0.004,0,0.17,,5100000000.0,N,0,0.0,,12/04/2019,18/04/2019,0.002,https://www.songin.io/whitepaper/WP_English.pdf,https://www.linkedin.com/company/amazonians-green-coin/,,https://www.songin.io?utm_source=icobench,2.1,,TRUE
Singapore,15/09/2018,15/10/2018,,0,0.5,,146000000.0,n,No,No,,,,,http://starcappays.info/wp-en.pdf,,,http://starcappays.info/?utm_source=icobench,2.1,,1
United Arab Emirates,07/03/2018,17/04/2018,0.15,0,,,,NO,0,N,,,,0.1,https://www.starlightcoin.io/StarLightCoin_WhitePaper.pdf,,,https://www.starlightcoin.io?utm_source=icobench,1.4,,FALSE
USA,10/02/2018,15/03/2018,1.2,0,0.53,,8000000.0,n,0,No,,10/01/2018,15/02/2018,0.65,https://stelcoin.org/WHITEPAPER.pdf,https://www.linkedin.com/company/supload/,,https://stelcoin.org/?utm_source=icobench,2.1,,True
USA,07/11/2017,08/12/2017,0.0113,1,,,7500000000.0,,no,0,,,,,https://s3.amazonaws.com/cakecodes/pdf/storm_web/STORM_Token_White_Paper_Market_Research_Network_Development_vFINAL.pdf,https://www.linkedin.com/company/suretly/,,http://stormtoken.com/?utm_source=icobench,2.1,12.0,1.0
USA,30/07/2018,30/11/2018,0.33,0,649.0,,90866666.0,N,N,No,,,,,https://supload.com/whitepaper,https://www.linkedin.com/company/supload/,https://www.github.com/Supload?tab=repositories,https://supload.com/ico?utm_source=icobench,2.1,4.0,True
Russia,11/07/2017,11/08/2017,30.932,1,0.15,,,,false,no,,,,,https://suretly.com/docs/Suretly_whitepaper_v1.2.pdf,https://www.linkedin.com/company/suretly/,,https://www.ico.suretly.com/?utm_source=icobench,2.1,1.0,T
Switzerland,26/02/2018,25/03/2018,,0,0.24,,1000000000.0,,false,N,,23/11/2017,20/12/2017,,https://swisstok.io/docs/White_Paper_Swisstok.pdf,https://www.linkedin.com/showcase/swisstok/,,https://swisstok.io?utm_source=icobench,2.1,11.0,TRUE
